Obs_No,Date,Time,Loc_Type,Age,Gender,Residency_Year,Own_Refrigerator?,Own_Washing_Machine?,Own_TV?,Own_Ceiling_fan?,Own_Exhaust_Fan?,Own_Air-cooler?,Own_AC?,Own_Computer?,Others?,Metabolic_Rate  [W/m2],Clothing_insulation,Window_Status,Balcony_Door,Door_Status,Window_Curtains,Lights,Exhaust_fans,Ceiling_fans,Air-coolers,AC,Temperature_Indoor [C],Temperature_Indoor_Globe [C],Relative_Humidity_Indoor [%],Air_Speed_Indoor [m/s],Illumination_Indoor [LUX],Temperature_Outdoor [C],Relative_Humidity_Outdoor [%]
1,"Sunday, August 19, 2018",10:55,L1,25,Female,4 years,Yes,No,No,Yes,Yes,No,No,Yes,No,0.9,0.66,open ,close,open ,Down,on,off,on,Not Available,Not Available,28.9,27.9,84.3,0.4,102,27.6,85.5
2,"Sunday, August 19, 2018",13:45,L1,25,Female,4 years,Yes,No,No,Yes,Yes,No,No,Yes,No,2,0.66,open ,close,open ,Down,on,off,on,Not Available,Not Available,28.9,27.8,81.8,0.35,72,27.6,85.5
3,"Sunday, August 19, 2018",17:25,L1,25,Female,4 years,Yes,No,No,Yes,Yes,No,No,Yes,No,0.9,0.66,open ,close,open ,Up,on,off,on,Not Available,Not Available,28.4,27.7,83.5,0.4,128,27.6,85.5
4,"Sunday, January 20, 2019",11:27,L1,25,Female,4 years,Yes,No,No,Yes,Yes,No,No,Yes,No,2,0.71,close,close,open ,Down,on,off,off,Not Available,Not Available,27.5,27.3,63.3,0,22,27.5,85.5
5,"Sunday, January 20, 2019",17:52,L1,25,Female,4 years,Yes,No,No,Yes,Yes,No,No,Yes,No,0.7,0.71,close,close,open ,Down,on,off,on,Not Available,Not Available,27.2,28.6,63.9,1.01,51,27.5,85.5
6,"Sunday, May 5, 2019",11:56,L1,25,Female,4 years,Yes,No,No,Yes,Yes,No,No,Yes,No,2,0.66,close,close,open ,Down,on,off,on,Not Available,Not Available,30.7,31.3,62,0.19,98,30,85.5
7,"Sunday, May 5, 2019",14:34,L1,25,Female,4 years,Yes,No,No,Yes,Yes,No,No,Yes,No,1.2,0.66,close,close,open ,Down,on,off,on,Not Available,Not Available,30.7,31.4,62.1,0.28,47,30,85.5
8,"Sunday, May 5, 2019",17:45,L1,25,Female,4 years,Yes,No,No,Yes,Yes,No,No,Yes,No,1.2,0.66,close,close,open ,Down,on,off,on,Not Available,Not Available,30.5,31.2,67.1,0.76,73,30,85.5
9,"Sunday, August 19, 2018",10:58,L1,30,Male ,4 years,Yes,No,No,Yes,Yes,No,No,Yes,No,1.2,0.4,open ,close,open ,Down,on,off,on,Not Available,Not Available,29.1,28.2,84.2,0.35,93,27.6,85.5
10,"Sunday, August 19, 2018",13:40,L1,30,Male ,4 years,Yes,No,No,Yes,Yes,No,No,Yes,No,0.9,0.4,open ,close,open ,Down,on,off,on,Not Available,Not Available,29,27.6,81.9,0.37,69,27.6,85.5
11,"Sunday, August 19, 2018",17:31,L1,30,Male ,4 years,Yes,No,No,Yes,Yes,No,No,Yes,No,1.9,0.7,open ,close,open ,Up,on,off,on,Not Available,Not Available,28.6,27.6,83.5,0.4,118,27.6,85.5
12,"Sunday, January 20, 2019",11:29,L1,30,Male ,4 years,Yes,No,No,Yes,Yes,No,No,Yes,No,1.2,0.45,close,close,open ,Down,on,off,off,Not Available,Not Available,27.8,27.5,60.8,0,9,27.5,85.5
13,"Sunday, January 20, 2019",17:51,L1,30,Male ,4 years,Yes,No,No,Yes,Yes,No,No,Yes,No,1.2,0.4,close,close,open ,Down,on,off,on,Not Available,Not Available,27.9,29.2,62.6,0.39,61,27.5,85.5
14,"Sunday, May 5, 2019",11:55,L1,30,Male ,4 years,Yes,No,No,Yes,Yes,No,No,Yes,No,0.9,0.59,close,close,open ,Down,on,off,on,Not Available,Not Available,30.7,31.6,61.6,0.48,69,30,85.5
15,"Sunday, May 5, 2019",14:32,L1,30,Male ,4 years,Yes,No,No,Yes,Yes,No,No,Yes,No,0.9,0.59,close,close,open ,Down,on,off,on,Not Available,Not Available,30.7,31.5,61.9,0.21,77,30,85.5
16,"Sunday, May 5, 2019",17:43,L1,30,Male ,4 years,Yes,No,No,Yes,Yes,No,No,Yes,No,0.9,0.59,close,close,open ,Down,on,off,on,Not Available,Not Available,30.5,31.3,67,0.71,73,30,85.5
17,"Sunday, August 19, 2018",11:15,L1,55,Male ,Less than 1 year,No,No,No,Yes,Yes,No,No,No,No,1.2,0.64,open ,close,open ,Up,on,off,on,Not Available,Not Available,28.3,28,82.9,0.41,62,27.6,85.5
18,"Sunday, August 19, 2018",11:20,L1,35,Female,Less than 1 year,No,No,No,Yes,Yes,No,No,No,No,2,0.66,open ,close,open ,Up,on,off,on,Not Available,Not Available,28.4,27.8,81.8,0.37,58,27.6,85.5
19,"Sunday, August 19, 2018",11:30,L1,43,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,0.56,open ,close,open ,Down,on,off,on,Not Available,Not Available,29.9,28.5,81.7,0.76,163,27.6,85.5
20,"Sunday, August 19, 2018",14:10,L1,43,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.2,0.56,open ,close,open ,Up,on,on,on,Not Available,Not Available,29.5,27.6,80.6,0.61,151,27.6,85.5
21,"Sunday, August 19, 2018",17:55,L1,43,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,0.56,close,close,close,Up,on,off,on,Not Available,Not Available,29.5,27.2,82.9,0.64,128,27.6,85.5
22,"Sunday, August 19, 2018",11:50,L1,55,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,0.41,open ,close,open ,Up,on,off,on,Not Available,Not Available,29.2,28.5,78.6,0.54,119,27.6,85.5
23,"Sunday, August 19, 2018",14:31,L1,55,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,0.41,open ,close,open ,Down,on,on,on,Not Available,Not Available,29.4,27.8,79.5,0.36,83,27.6,85.5
24,"Sunday, August 19, 2018",17:05,L1,55,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.7,0.41,close,close,open ,Down,on,off,on,Not Available,Not Available,28.8,27.1,77.9,0.59,72,27.6,85.5
25,"Sunday, January 20, 2019",12:37,L1,55,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.51,close,close,open ,Down,on,off,off,Not Available,Not Available,28.7,28.5,62.9,0.18,39,27.5,85.5
26,"Sunday, January 20, 2019",14:48,L1,55,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.7,0.51,close,close,open ,Down,on,off,on,Not Available,Not Available,29.3,29.1,53.8,0.36,56,27.5,85.5
27,"Sunday, January 20, 2019",17:45,L1,55,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,0.51,close,close,open ,Down,on,off,on,Not Available,Not Available,28.7,29,64.6,0.16,44,27.5,85.5
28,"Sunday, May 5, 2019",11:46,L1,55,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.51,close,close,open ,Down,on,off,on,Not Available,Not Available,31.3,31.7,59.6,0.27,93,30,85.5
29,"Sunday, May 5, 2019",14:25,L1,55,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,0.51,close,close,open ,Down,on,off,on,Not Available,Not Available,31.2,31.7,59.6,0.34,79,30,85.5
30,"Sunday, May 5, 2019",17:36,L1,55,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.51,close,close,open ,Down,on,off,on,Not Available,Not Available,30.7,31.7,64.3,1.12,65,30,85.5
31,"Sunday, August 19, 2018",11:55,L1,22,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.51,open ,close,open ,Up,on,off,on,Not Available,Not Available,29.2,27.7,77.7,0.58,110,27.6,85.5
32,"Sunday, August 19, 2018",14:35,L1,22,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,0.51,open ,close,open ,Down,on,on,on,Not Available,Not Available,29.5,28.1,79.1,0.42,88,27.6,85.5
33,"Sunday, August 19, 2018",17:00,L1,22,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.2,0.51,close,close,open ,Down,on,off,on,Not Available,Not Available,28.9,27.1,78.3,0.47,66,27.6,85.5
34,"Sunday, January 20, 2019",12:11,L1,22,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,0.51,close,close,open ,Down,on,off,off,Not Available,Not Available,28.2,28.4,64.6,0.17,32,27.5,85.5
35,"Sunday, January 20, 2019",14:44,L1,22,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.51,close,close,open ,Down,on,off,on,Not Available,Not Available,29.1,28.8,53,0.2,36,27.5,85.5
36,"Sunday, January 20, 2019",17:48,L1,22,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,0.51,close,close,open ,Down,on,off,on,Not Available,Not Available,28.9,29.3,64.2,0.11,28,27.5,85.5
37,"Sunday, May 5, 2019",11:43,L1,22,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.2,0.51,close,close,open ,Down,on,off,on,Not Available,Not Available,31.3,31.6,59.2,0.23,39,30,85.5
38,"Sunday, May 5, 2019",14:27,L1,22,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.2,0.51,close,close,open ,Down,on,off,on,Not Available,Not Available,31.2,31.7,59.6,0.47,49,30,85.5
39,"Sunday, May 5, 2019",17:38,L1,22,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.51,close,close,open ,Down,on,off,on,Not Available,Not Available,30.6,31.9,64.4,0.61,65,30,85.5
40,"Sunday, May 5, 2019",11:50,L1,28,Male ,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.45,close,close,open ,Down,on,off,on,Not Available,Not Available,31.1,31.7,59,0.46,37,30,85.5
41,"Sunday, May 5, 2019",14:29,L1,28,Male ,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.7,0.45,close,close,open ,Down,on,off,on,Not Available,Not Available,31.2,31.7,59.8,0.25,65,30,85.5
42,"Sunday, May 5, 2019",17:39,L1,28,Male ,8 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.45,close,close,open ,Down,on,off,on,Not Available,Not Available,30.6,31.4,64.5,0.4,65,30,85.5
43,"Sunday, August 19, 2018",12:00,L1,60,Male ,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.9,0.25,open ,close,open ,Down,on,on,on,Not Available,Not Available,28.5,27.8,79.9,0.87,106,27.6,85.5
44,"Sunday, August 19, 2018",14:00,L1,60,Male ,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.25,open ,close,open ,Up,on,off,on,Not Available,Not Available,28.9,27.6,78.5,0.93,123,27.6,85.5
45,"Sunday, August 19, 2018",17:14,L1,60,Male ,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.25,open ,close,open ,Down,on,off,on,Not Available,Not Available,28.4,27.3,77.4,0.74,117,27.6,85.5
46,"Sunday, August 19, 2018",12:00,L1,60,Male ,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.25,open ,close,close,Down,on,off,on,Not Available,Not Available,28.5,29.3,61.3,0.11,66,27.6,86.3
47,"Sunday, August 19, 2018",17:39,L1,60,Male ,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.25,open ,close,close,Up,on,off,off,Not Available,Not Available,28.4,29,61.9,0,28,27.6,86.3
48,"Sunday, May 5, 2019",11:36,L1,60,Male ,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.9,0.55,open ,close,open ,Up,on,off,on,Not Available,Not Available,30.9,31.3,61.6,0.25,84,30,86.3
49,"Sunday, May 5, 2019",14:18,L1,60,Male ,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.25,close,close,open ,Down,on,off,off,Not Available,Not Available,31.1,31.7,61.1,0.4,90,30,86.3
50,"Sunday, May 5, 2019",17:24,L1,60,Male ,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.25,open ,close,open ,Up,on,off,on,Not Available,Not Available,30.7,31.6,64.7,0.51,84,30,86.3
51,"Sunday, August 19, 2018",12:15,L1,28,Male ,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.55,open ,close,open ,Down,on,on,on,Not Available,Not Available,28.4,27.3,79.7,0.78,102,27.6,86.3
52,"Sunday, August 19, 2018",14:15,L1,28,Male ,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.55,open ,close,open ,Up,on,off,on,Not Available,Not Available,28.9,27.6,78.6,0.61,119,27.6,86.3
53,"Sunday, August 19, 2018",17:17,L1,28,Male ,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.7,0.54,open ,close,open ,Down,on,off,on,Not Available,Not Available,28.3,27.1,77.4,0.48,127,27.6,86.3
54,"Sunday, August 19, 2018",14:32,L1,28,Male ,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.48,open ,close,close,Down,on,off,on,Not Available,Not Available,28,28.5,64.2,0.2,121,27.6,86.3
55,"Sunday, August 19, 2018",17:36,L1,28,Male ,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.48,open ,close,close,Up,on,off,off,Not Available,Not Available,28.4,29.1,61.9,0,80,27.6,86.3
56,"Sunday, May 5, 2019",11:35,L1,28,Male ,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.54,open ,close,close,Up,on,off,off,Not Available,Not Available,30.9,31.4,61.2,0.34,66,30,86.3
57,"Sunday, May 5, 2019",14:15,L1,28,Male ,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.29,open ,close,close,Up,on,off,on,Not Available,Not Available,31.7,31.7,61.2,0.54,90,30,86.3
58,"Sunday, May 5, 2019",18:29,L1,28,Male ,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.9,0.55,open ,close,open ,Up,on,off,on,Not Available,Not Available,30.5,30.9,66,1.1,77,30,86.3
59,"Sunday, August 19, 2018",12:20,L1,25,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.2,0.29,open ,close,open ,Down,on,on,on,Not Available,Not Available,28.6,27.1,79.1,0.42,93,27.6,86.3
60,"Sunday, August 19, 2018",14:20,L1,25,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,0.29,open ,close,open ,Up,on,off,on,Not Available,Not Available,28.9,27.5,77.6,0.4,106,27.6,86.3
61,"Sunday, August 19, 2018",17:20,L1,25,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.7,0.29,open ,close,open ,Down,on,off,on,Not Available,Not Available,28.5,27,76.7,0.32,127,27.6,86.3
62,"Sunday, January 20, 2019",12:08,L1,25,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,0.29,close,close,open ,Down,on,off,off,Not Available,Not Available,28.1,28.5,63.1,0.13,74,27.5,86.3
63,"Sunday, January 20, 2019",14:31,L1,25,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.2,0.29,open ,close,close,Down,on,off,on,Not Available,Not Available,27.8,29.4,64.4,0.74,127,27.5,86.3
64,"Sunday, January 20, 2019",17:41,L1,25,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.39,open ,close,close,Up,on,off,off,Not Available,Not Available,28.4,29,59.2,0,96,27.5,86.3
65,"Sunday, May 5, 2019",11:37,L1,25,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.9,0.29,open ,close,close,Up,on,off,off,Not Available,Not Available,30.9,31.5,61.6,0.25,84,30,86.3
66,"Sunday, May 5, 2019",14:19,L1,25,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.2,0.29,open ,close,close,Up,on,off,on,Not Available,Not Available,31.3,31.7,60.4,0,108,30,86.3
67,"Sunday, May 5, 2019",18:31,L1,25,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.9,0.51,open ,close,open ,Up,on,off,on,Not Available,Not Available,30.6,31,65.9,0.22,117,30,86.3
68,"Sunday, August 19, 2018",12:40,L1,52,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0.9,0.44,open ,close,open ,Not Available,on,off,on,Not Available,off,28.4,27.4,81.2,0.93,143,27.6,86.3
69,"Sunday, August 19, 2018",14:56,L1,52,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1.2,0.44,open ,close,open ,Not Available,off,on,on,Not Available,off,28.8,27.6,78.4,0.27,48,27.6,86.3
70,"Sunday, August 19, 2018",18:11,L1,52,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1.2,0.44,close,close,open ,Not Available,on,off,on,Not Available,off,28.3,27.2,82.9,0.49,155,27.6,86.3
71,"Sunday, January 20, 2019",11:34,L1,52,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,2,0.44,open ,close,open ,Up,on,off,on,Not Available,off,28,28,57.1,0.26,104,27.5,86.3
72,"Sunday, January 20, 2019",14:07,L1,52,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,2,0.44,open ,close,open ,Up,on,off,on,Not Available,off,29,28.5,44.4,0.27,114,27.5,86.3
73,"Sunday, January 20, 2019",18:12,L1,52,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0.7,0.44,close,close,open ,Up,on,off,off,Not Available,off,28.5,28.8,57.5,0,83,27.5,86.3
74,"Sunday, May 5, 2019",12:15,L1,52,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,2,0.44,open ,close,open ,Not Available,on,off,on,Not Available,off,30.7,31.4,58.4,0.19,115,30,86.3
75,"Sunday, May 5, 2019",15:02,L1,52,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0.9,0.44,open ,close,open ,Not Available,on,off,on,Not Available,off,31.4,31.8,60.2,1.28,83,30,86.3
76,"Sunday, May 5, 2019",18:20,L1,52,Female,6 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0.7,0.44,open ,close,open ,Not Available,on,off,on,Not Available,off,30.4,31,66.4,0.34,83,30,86.3
77,"Sunday, January 20, 2019",11:36,L1,54,Male ,8 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0.9,0.25,open ,close,open ,Up,on,off,on,Not Available,off,28.4,28.3,56.6,0.12,128,27.5,86.3
78,"Sunday, January 20, 2019",18:13,L1,54,Male ,8 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1.9,0.3,close,close,open ,Up,on,off,off,Not Available,off,28.8,28.9,56.8,0,115,27.5,86.3
79,"Sunday, May 5, 2019",12:13,L1,54,Male ,8 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1.2,0.53,open ,close,open ,Not Available,on,off,on,Not Available,off,30.6,31.2,58.3,0.18,58,30,86.3
80,"Sunday, May 5, 2019",15:04,L1,54,Male ,8 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1.2,0.53,open ,close,open ,Not Available,on,off,on,Not Available,off,31.5,31.8,60.1,0.31,38,30,86.3
81,"Sunday, May 5, 2019",18:23,L1,54,Male ,8 years,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0.9,0.15,open ,close,open ,Not Available,on,off,on,Not Available,off,30.4,31,65.6,0.24,101,30,86.3
82,"Sunday, August 19, 2018",13:00,L1,34,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,2,0.44,open ,close,open ,Not Available,on,on,on,Not Available,Not Available,28.4,27.5,83.4,0.49,73,27.6,86.3
83,"Sunday, August 19, 2018",15:00,L1,34,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,0.9,0.44,open ,close,open ,Not Available,on,on,on,Not Available,Not Available,28.7,27.6,79.4,0.55,92,27.6,86.3
84,"Sunday, August 19, 2018",17:38,L1,34,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,0.7,0.44,close,close,open ,Not Available,on,off,on,Not Available,Not Available,28.5,27.5,82,0.62,67,27.6,86.3
85,"Sunday, January 20, 2019",11:40,L1,34,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1.2,0.44,open ,close,open ,Up,off,off,on,Not Available,Not Available,28.3,28.8,52.6,0.45,80,27.5,86.3
86,"Sunday, January 20, 2019",14:10,L1,34,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,0.9,0.44,open ,close,open ,Up,off,off,on,Not Available,Not Available,29.3,29.5,43.9,0.68,27,27.5,86.3
87,"Sunday, May 5, 2019",12:17,L1,34,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,0.9,0.44,close,close,open ,Not Available,off,off,on,Not Available,Not Available,31.3,31.3,59.1,0.24,11,30,86.3
88,"Sunday, May 5, 2019",14:47,L1,34,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,0.7,0.44,close,close,open ,Not Available,off,off,on,Not Available,Not Available,31.3,31.8,59.1,0.49,10,30,86.3
89,"Sunday, May 5, 2019",17:51,L1,34,Female,8 years,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1.9,0.44,close,close,open ,Not Available,on,off,on,Not Available,Not Available,31.1,31.2,65.4,0.22,31,30,86.3
90,"Sunday, August 19, 2018",13:22,L1,25,Female,10 years or more,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,2,0.51,open ,close,open ,Up,on,on,on,Not Available,Not Available,28.9,27.8,83.1,0.66,177,27.6,86.3
91,"Sunday, August 19, 2018",15:25,L1,25,Female,10 years or more,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,0.9,0.51,open ,close,open ,Up,on,off,on,Not Available,Not Available,28.1,27.4,82.2,0.62,139,27.6,83.4
92,"Sunday, August 19, 2018",17:45,L1,25,Female,10 years or more,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,2,0.51,close,close,open ,Up,on,off,on,Not Available,Not Available,28.1,27.3,81.4,0.52,187,27.6,83.4
93,"Sunday, May 5, 2019",12:31,L1,25,Female,10 years or more,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,2,0.51,close,close,open ,Not Available,on,off,on,Not Available,Not Available,31.2,31.8,59.2,0.58,13,30,83.4
94,"Sunday, May 5, 2019",14:55,L1,25,Female,10 years or more,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,2,0.51,close,close,open ,Not Available,on,off,on,Not Available,Not Available,31.6,32.1,61,0.3,31,30,83.4
95,"Sunday, May 5, 2019",18:01,L1,25,Female,10 years or more,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,2,0.51,close,close,open ,Not Available,on,off,on,Not Available,Not Available,31.4,32,63.8,0.17,50,30,83.4
96,"Sunday, August 19, 2018",13:25,L1,27,Male ,10 years or more,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,1.9,0.64,open ,close,open ,Up,on,on,on,Not Available,Not Available,28.9,27.6,82.3,0.61,169,27.6,83.4
97,"Sunday, August 19, 2018",15:26,L1,27,Male ,10 years or more,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,0.9,0.64,open ,close,open ,Up,on,off,on,Not Available,Not Available,28.2,27.3,82.5,0.5,140,27.6,83.4
98,"Sunday, August 19, 2018",17:47,L1,27,Male ,10 years or more,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,0.9,0.64,close,close,open ,Up,on,off,on,Not Available,Not Available,28,27.2,81.3,0.49,181,27.6,83.4
99,"Sunday, May 5, 2019",12:26,L1,27,Male ,10 years or more,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,0.9,0.59,close,close,open ,Not Available,on,off,on,Not Available,Not Available,31.5,31.8,58.5,0.14,6,30,83.4
100,"Sunday, May 5, 2019",14:52,L1,27,Male ,10 years or more,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,0.9,0.64,close,close,open ,Not Available,on,off,on,Not Available,Not Available,31.6,31.9,59.7,0.32,12,30,83.4
101,"Sunday, May 5, 2019",17:55,L1,27,Male ,10 years or more,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,0.9,0.64,close,close,open ,Not Available,on,off,on,Not Available,Not Available,31.3,31.7,63.9,0.32,26,30,83.4
102,"Sunday, May 5, 2019",12:24,L1,25,Male ,10 years or more,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,0.9,0.71,close,close,open ,Not Available,on,off,on,Not Available,Not Available,31.3,31.8,59.2,0,35,30,83.4
103,"Sunday, May 5, 2019",14:53,L1,25,Male ,10 years or more,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,0.9,0.71,close,close,open ,Not Available,on,off,on,Not Available,Not Available,31.7,32,60.3,0.14,13,30,83.4
104,"Sunday, May 5, 2019",17:57,L1,25,Male ,10 years or more,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,0.9,0.71,close,close,open ,Not Available,on,off,on,Not Available,Not Available,31.3,31.9,64,0.61,26,30,83.4
105,"Sunday, August 19, 2018",13:28,L1,42,Female,10 years or more,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,2,0.46,open ,close,open ,Up,on,on,on,Not Available,Not Available,28.9,27.6,82,0.68,173,27.6,83.4
106,"Sunday, August 19, 2018",15:30,L1,42,Female,10 years or more,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,1.2,0.46,open ,close,open ,Up,on,off,on,Not Available,Not Available,28.3,27.2,82.4,0.55,130,27.6,83.4
107,"Sunday, August 19, 2018",17:50,L1,42,Female,10 years or more,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,0.9,0.46,close,close,open ,Up,on,off,on,Not Available,Not Available,28.2,27.1,81.3,0.52,175,27.6,83.4
108,"Sunday, January 20, 2019",11:17,L1,25,Female,2 years,No,No,No,Yes,No,No,No,No,No,1.2,0.46,close,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,26.6,27.2,59.3,0.7,53,27.5,83.4
109,"Sunday, January 20, 2019",14:36,L1,25,Female,2 years,No,No,No,Yes,No,No,No,No,No,1.2,0.46,open ,close,open ,Not Available,off,Not Available,on,Not Available,Not Available,28,28.4,56.4,0.18,23,27.5,83.4
110,"Sunday, January 20, 2019",18:23,L1,25,Female,2 years,No,No,No,Yes,No,No,No,No,No,2,0.46,open ,close,open ,Not Available,on,Not Available,off,Not Available,Not Available,28.1,28.6,62.9,0,56,27.5,83.4
111,"Sunday, January 20, 2019",11:22,L1,32,Male ,2 years,No,No,No,Yes,No,No,No,No,No,0.9,0.67,close,close,open ,Not Available,on,Not Available,on,Not Available,Not Available,26.6,27.1,58.6,0.32,51,27.5,83.4
112,"Sunday, January 20, 2019",14:40,L1,32,Male ,2 years,No,No,No,Yes,No,No,No,No,No,2,0.67,open ,close,open ,Not Available,off,Not Available,on,Not Available,Not Available,27.9,28.3,56.3,0.11,48,27.5,83.4
113,"Sunday, January 20, 2019",11:48,L1,20,Male ,3 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.9,0.55,close,close,open ,Not Available,on,off,off,Not Available,Not Available,28.6,29,59.9,0.1,100,27.5,83.4
114,"Sunday, January 20, 2019",14:19,L1,20,Male ,3 years,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0.7,0.29,close,close,open ,Not Available,on,off,on,Not Available,Not Available,29.2,29.5,62.7,0.49,25,27.5,83.4
